Tweet-Text,Tweet-Lang,Tweet-country,sentiment_type,sentiment_score,sentiment_result_code,sentiment_result_msg
"RT @JonErlichman: Opening weekend box office: #FastFurious7 vs rest of franchise...

#1 $40.1M
#2 $50.5M
#3 $24M
#4 $71M
#5 $86.2M
#6 $97.4",en,,neutral,0.023194956,200,Success
Llor con el final de #FastFurious7 y no la he visto Hahahaha,es,,negative,-0.217959174,200,Success
La mejor pelcula del mundo #FastFurious7 ,es,,neutral,0,469,Sentiment not found
RT @Nico_hnt: Cette image elle me restera marqu.. #FastFurious7 http://t.co/veOatPtkmn,fr,,neutral,0,469,Sentiment not found
RT @nnnnoeyyy:    .. #FastFurious7 http://t.,th,,neutral,0,469,Sentiment not found
watched the tribute and heard the song. Can't wait to watch the film. I'm nearly in tears. #ForPaul #FastFurious7 http://t.co/E7SUJXTY7z,en,,positive,0.08740661525,200,Success
So defo cried like a baby at the end of #FastFurious7! #whatafilm #RIPPaulWalker ,en,,positive,0.0711277165,200,Success
"Dei um play online em uma verso de #FastFurious7 e ta bem boa a imagem, vou assistir.",pt,,positive,0.164769896,200,Success
"#ForzaHorizon2 #FastFurious7 #XboxOne #YouTube #gameplay https://t.co/RPpXfqF6FG Thanks for watching. Please share,like,comment &amp; subscribe",en,,positive,0.3420972155,200,Success
"RT @suanjean: 
#forPAUL #FF7 #FastFurious7 http://t.co/Dhmov3MGyE",th,,neutral,0,469,Sentiment not found
"@liliacarom #FastFurious7 esa escena misma es la de mi duda, de si era para 7 o la 8. :)",es,,neutral,0,469,Sentiment not found
#FastFurious7 is so so sick. Sick cars... Sick cars... Mucky sick beats... Awesome,en,,negative,-0.388781873,200,Success
"Iggy Azalea, Ronda Rousey.  #FastFurious7",et,,neutral,0,469,Sentiment not found
"RT @suanjean: So remember me when i'm gone


c u again

 .",th,,neutral,0.020746521,200,Success
Salute To The Homies @tyrese @ludacris @therock &amp; The Rest of The #FastFurious7 Crew #RipPaulWalker https://t.co/LpcfMlRnMN,en,,positive,0.881294943,200,Success
RT @PlCTUREPORN: Paul Walker #FastFurious7 http://t.co/HMWl5giWzq,en,,neutral,0,469,Sentiment not found
"Movie  time
 #FastFurious7",en,,positive,0.289701948,200,Success
"RT @suanjean: 
#forPAUL #FF7 #FastFurious7 http://t.co/Dhmov3MGyE",th,,neutral,0,469,Sentiment not found
RT @JalenKolodynski: Finished the way they started! #ForPaul #FastFurious7 http://t.co/T5YCQjUkUQ,en,,neutral,0.0108890965,200,Success
2 words. Cinematic Perfection. #FastFurious7 #RIPPaulWalker,en,,neutral,0,469,Sentiment not found
Finally watched #FastFurious7 ,en,,neutral,0,469,Sentiment not found
"#Code fast, furious &amp; clean.

#learntocode #programming #FastFurious7 http://t.co/H0Hrqq2F2Z",en,Portugal,negative,-0.1975054675,200,Success
Many thanks to #FastFurious7 for ruining @wizkhalifa See You Again. Every time it comes on I about cry.,en,United States,neutral,0.035392562,200,Success
RT @StarrGasmiK:  #FastFurious7 http://t.co/Rr2kipskpW,und,,neutral,0,469,Sentiment not found
"""Vc vai precisar de uma cavalaria.

"" MULHER...EU SOU A CACALARIA""
@Velozes7Filme #FastFurious7 #VelozeseFuriosos",pt,,neutral,0,469,Sentiment not found
"#1 movie in America I knew that doe just cause of Paul 
 #FastFurious7",en,,positive,0.178148758,200,Success
RT @VibeFilm: #FastFurious7 was amazing. The cast and crew have done #PaulWalker very proud with this film. What an amazing actor. http://t,en,,positive,0.62404744875,200,Success
RT @MissAurelia: C'est trop triste le moment o il rend hommage  Paul #FastFurious7,fr,,positive,0.152059727,200,Success
"#FastFurious7 was everything I thought it would be, and more!
Ridiculous action with a very tender farewell to #PaulWalker 
#RideOrDie",en,,positive,0.1165646445,200,Success
RT @_XMMX_X: Best movie ever ...Fast and Furious 7 #FastFurious7 @justinmurk it got us fucked up in all levels of emotions  #RIPPaulWal,en,,positive,0.12963806033333,200,Success
Never been so excited to see a film than I am for Fast &amp; Furious 7 got my tissues ready #FastFurious7 #RIPPaulWalker,en,,positive,0.509017219,200,Success
"RT @JoffreyNatsu: C'est ouf comment #FastFurious7 est en train de marquer les rseaux sociaux, en mme temps faut comprendre, this is  per",fr,,positive,0.152059727,200,Success
The song see you again literally brings me to tears #thefeels #FastFurious7,en,,positive,0.059171278,200,Success
Wanna see #FastFurious7 sooo bad,en,,negative,-0.3890732835,200,Success
RT @TheScreenTeam: #FastFurious7 you made us cry.  Such a beautiful tribute to Paul Walker. Wish more movies weren't afraid to do something,en,,positive,0.37055459583333,200,Success
This deserves endless retweets #FastFurious7 http://t.co/Yl6K6MShaZ,en,,positive,0.309915832,200,Success
Watching Fast 7 tonight!!!  #FastFurious7 #excited ,en,Australia,positive,0.65628218,200,Success
RT @TheScreenTeam: #FastFurious7 you made us cry.  Such a beautiful tribute to Paul Walker. Wish more movies weren't afraid to do something,en,,positive,0.37055459583333,200,Success
"Mme si j'aurais prfr le voir en VO, vraiment un Super film #FastFurious7 http://t.co/FsnaR4p1md",fr,Italia,positive,0.96665093,200,Success
RT @StarrGasmiK:  #FastFurious7 http://t.co/Rr2kipskpW,und,,neutral,0,469,Sentiment not found
RT @JFA241: #FastFurious7 18/20 mais juste pour la scne de la fin a passe  24/20 .... Action et motion ... ,fr,,negative,-0.3378073165,200,Success
"so can't wait to see fast 7 
#FastFurious7",en,,positive,0.06188615275,200,Success
"RT @suanjean:  
 IT'S NEVER GOODBYE 
#FF7 #FastFurious7 http://t",th,,positive,0.467771937,200,Success
"""@iamannaceline: The best &amp; heartbreaking ending. #FastFurious7 #PaulWalkerTribute http://t.co/Pg8pwhv29s""",en,,positive,0.994916212,200,Success
"RT @NinSasiwan:  -  ...
 -  
 ",th,,neutral,0,469,Sentiment not found
"RT @Lea_Cpy: Il parat qu'on ne meurt pas tant qu'on est dans le cur de quelqu'un
 Dominic Torreto #FastFurious7 #PaulWalker",fr,,negative,-0.071533022,200,Success
Naaaaaaaarrrrr al Filmmmmmmmmmmmmmmm #FastFurious7 !!!! http://t.co/6sGOSUiuh9,nl,,neutral,0,469,Sentiment not found
#FastFurious7 was AMAZING and just spectacular. Ending was just a perfect tribute for Paul. #ForPaul May he rest in peace.,en,,positive,0.650855768,200,Success
Wizz khalifa ft Charlie pith -see you again what a sound track #FastFurious7 #greattrubute,en,,positive,0.0947005885,200,Success
#FastFurious7  Hermosa.  ,es,,neutral,0,469,Sentiment not found
#FastFurious7 Was Good The End Was Fucked Up http://t.co/BKBeuNBMdf,en,,positive,0.5417027645,200,Success
Soy la Unica Persona que no vio #FastFurious7:c,es,,negative,-0.217959174,200,Success
Imposible no emocionarse al ver #FastFurious7 #PaulWalkerTribute,es,,negative,-0.217959174,200,Success
Dom's expression for most of #FastFurious7 http://t.co/XH7xWAXZuA,en,,neutral,0,469,Sentiment not found
RT @SaraaMadrid: Casi se me olvida nombrarlo pero... Finde perfecto de #FastFurious7 y concierto #RomeoSantos con @SusoGonzalez9 muchitas g,es,,neutral,0,469,Sentiment not found
"RT @PremiereFR: Dmarrage record pour #FastFurious7 : le 9me meilleur de tous les temps aux Etats-Unis, devant Twilight Tentation http://t",fr,,positive,0.192192596,200,Success
"#FastFurious7 ending was just perfect, fantastic film and even better send off! He would be proud #acting #RIPPaulWalker",en,,positive,0.507739206625,200,Success
"RT @nico_aube: J'ose pas aller sur twitter. J'veux pas le faires poil #FastFurious7 et sa superbe fin 

Arrtez la #TeamPaulWalker svp ",fr,,neutral,0,469,Sentiment not found
RT @AarZoBruv: This deserves endless RT'S ;( #FastFurious7 #PaulWalker http://t.co/BeU8exDRVr,en,,positive,0.309915832,200,Success
RT @TheScreenTeam: #FastFurious7 you made us cry.  Such a beautiful tribute to Paul Walker. Wish more movies weren't afraid to do something,en,,positive,0.37055459583333,200,Success
"Elle me fait rver cette phrase Le film est magique, encore une fois. Pense pour @RealPaulWalker #FastFurious7 http://t.co/0TmoWi3Fz5",fr,,neutral,0,469,Sentiment not found
"here, have a car-load of feels: https://t.co/zFDZOhAygv #RIPPaulWalker #FastFurious7 #WeAreFamily",en,,neutral,-0.022493109,200,Success
Le regard de Vin Diesel il fait trop peur...  #FastFurious7,fr,,positive,0.530657505,200,Success
RT @JalenKolodynski: Finished the way they started! #ForPaul #FastFurious7 http://t.co/T5YCQjUkUQ,en,,neutral,0.0108890965,200,Success
RT @Miirsadaa: #PaulWalker  #FastFurious7  http://t.co/q64l4VbWnD,und,,neutral,0,469,Sentiment not found
L'hommage a Paul Walker a la fin est juste parfait ! #FastFurious7 #PaulWalker,fr,,neutral,0,469,Sentiment not found
so can't wait to see fast and furious 7 tomorrow evening #FastFurious7,en,,negative,-0.1418757794,200,Success
Mas mesmo assim  um bom filme e uma grande homenagem #FastFurious7 ,pt,,neutral,0,469,Sentiment not found
"#JamesBond #FastFurious7
Dwayne Johnson would be perfect for being the new Jaws and Vin Diesel the new Odjobb. Bond fans will understand.",en,,positive,0.3276268434,200,Success
RT @VibeFilm: #FastFurious7 was amazing. The cast and crew have done #PaulWalker very proud with this film. What an amazing actor. http://t,en,,positive,0.62404744875,200,Success
Movie date for da birthday boy! #FastFurious7 @Pimpguin52 @kennalee0729,en,,negative,-0.071533022,200,Success
#FF7 #FastFurious7 #PaulWalkerTribute  http://t.co/l1hVdEuc4g,und,,neutral,0,469,Sentiment not found
The Best Film #FastFurious7 The Best saga #FastFurious #PaulWalkerTribute @TheRock @JordanaBrewster @MRodOfficial @sungkang @RealPaulWalker,en,,positive,0.994916212,200,Success
"RT @natde329:  paul ""' #PaulWalker #FastFurious7 #7 http://t.co/jipyKbEZJa",th,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @kadkung17:     T__T #FastFurious7 https://t.co/gz004zvXLy http://t.co/xy1qutD86K,th,,neutral,0,469,Sentiment not found
RT @_pchjm:  #FastFurious7 #PaulWalker http://t.co/OzTR9VfH1o,th,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
"RT @suanjean: 
#forPAUL #FF7 #FastFurious7 http://t.co/Dhmov3MGyE",th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/KnYEOoqDm7,en,,positive,0.917220858,200,Success
"Vi #FastFurious7 y me emocion ms que puberta viendo crepsculo o gorda leyendo las 50 sombras
",es,,neutral,0,469,Sentiment not found
RT @mookpcm_____: ...  #FastFurious7 http://t.co/uN55ZLxL78,th,,neutral,0,469,Sentiment not found
"Quem j asssistiu #FastFurious do comeo at o #FastFurious7 tudo bem, pode falar a vontade",pt,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @PlCTUREPORN: Paul Walker #FastFurious7 http://t.co/HMWl5giWzq,en,,neutral,0,469,Sentiment not found
RT @kuvadeva:   #FastFurious7 #PaulWalker http://t.co/tThng,th,,neutral,0,469,Sentiment not found
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
"RT @demiedem: ""There are no goodbyes.""  @RealPaulWalker #FastFurious7 http://t.co/docCYgYgV5",en,,negative,-0.217959174,200,Success
RT @PlCTUREPORN: Paul Walker #FastFurious7 http://t.co/HMWl5giWzq,en,,neutral,0,469,Sentiment not found
Just been to watch fast and furious 7 #FastFurious7,en,,negative,-0.1975054675,200,Success
"RT @natde329:  paul ""' #PaulWalker #FastFurious7 #7 http://t.co/jipyKbEZJa",th,,neutral,0,469,Sentiment not found
"RT @v_aneszaaa: ""You'll always be with me and you'll ways be my brother "" #PaulWalker #FastFurious7 http://t.co/ulRuelGyaY",en,,positive,0.117922934,200,Success
"RT @latinpost: #FastFurious7 had a huge opening weekend, is there room for and 8th film in the franchise?
http://t.co/kRsJ9AZYAq http://t.c",en,,positive,0.06119083825,200,Success
"RT @suanjean:  
 IT'S NEVER GOODBYE 
#FF7 #FastFurious7 http://t",th,,positive,0.467771937,200,Success
RT @Youu8511:      #FastFurious7 http://t.co,th,,neutral,0,469,Sentiment not found
 #FastFurious7,th,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
"RT @EVEMXZ:   
...

#ForPaul #FastFurious7 http://t.co/Z2zgwhVeoQ",th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/KnYEOoqDm7,en,,positive,0.917220858,200,Success
"RT @EVEMXZ: ""  
""

#FastFurious7 #ForPaul",th,,neutral,0,469,Sentiment not found
RT @Radio702: #FastFurious7 made R21-million (all-time record) during Easter http://t.co/GTXkhw8kGM #SouthAfrica,en,,positive,0.192192596,200,Success
"Depois que saiu #VelozeseFuriosos7 #FastFurious7 tem um monte de gente ai que diz ama o filme, mais no assistiu nenhum e nem sabe nada...",pt,,negative,-0.217959174,200,Success
"RT @jseoul880707: ...  ""We can't tell anyone to love us"" """"  #Fa",th,,neutral,0.018001343333333,200,Success
"#RIPPaulWalker great send off for a great person, husband, father, actor and friend #FastFurious7 @vindiesel",en,,positive,0.4366808266,200,Success
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
RT @DRAWlNG: Paul Walker #FastFurious7 http://t.co/MpEy6MzdXw,en,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/yN6P6n7jRw,en,,positive,0.917220858,200,Success
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
Wow! #FastFurious7 was such an adrenaline rush of a movie.. nice tribute to #PaulWalker at the end :),en,,positive,0.6265266775,200,Success
RT @JellTml:  . T^T #PaulWalker #FastFurious7 http://t.co/1,th,,neutral,0,469,Sentiment not found
Ben byle bir ey izlemedim #FastFurious7,tr,,neutral,0,469,Sentiment not found
Quieres conducir un #Ferrari 458? Participa en el #CinesaFast de @cinesa! #FastFurious7 http://t.co/JwMFJXh81t,es,,neutral,0,469,Sentiment not found
#RIPPaulWalker #FastFurious7 http://t.co/yZb1jTGSkm,und,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/yN6P6n7jRw,en,,positive,0.917220858,200,Success
"RT @front17: 
#PaulWalker #FastFurious7 http://t.co/xEQtEQ3VZ8",th,,neutral,0,469,Sentiment not found
"RT @EVEMXZ: ""  
""

#FastFurious7 #ForPaul",th,,neutral,0,469,Sentiment not found
"RT @suanjean:  
 IT'S NEVER GOODBYE 
#FF7 #FastFurious7 http://t",th,,positive,0.467771937,200,Success
"RT @QuentinLlg: ~ Peu importe o tu es, tu seras toujours prs de moi... tu seras toujours mon frre  ~ 

#FastFurious7 #PaulWalker http:/",fr,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
"RT @Thefelix47: ""7 
 "" #FastFurious7 http:/",th,,neutral,0,469,Sentiment not found
Whiz Khalifa-See you  again... @WizKhalllifa #choon #tune #RIPPaulWalker #FF7 #FastFurious7,en,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @iForeeverYooung: Crying #FastFurious7 http://t.co/m8RKKAWTlD,en,,negative,-0.133267514,200,Success
Eventhough i didn't watch Fast 7 yet. But the song 'When i see you' is just so sad. You can just feel it. Huhu  #FastFurious7,en,,negative,-0.2136255855,200,Success
RT @Radio702: #FastFurious7 made R21-million (all-time record) during Easter http://t.co/GTXkhw8kGM #SouthAfrica,en,,positive,0.192192596,200,Success
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
"RT @suanjean:  #FastFurious7  250
 400
# ",th,,neutral,0,469,Sentiment not found
That ending.. #FastFurious7 #PaulWalkerTribute ,en,,neutral,0,469,Sentiment not found
RT @Chogieswagz:   See you again  Charlie Puth  #FastFurious7 http,th,,positive,0.214487297,200,Success
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
RT @_pchjm:  #FastFurious7 #PaulWalker http://t.co/OzTR9VfH1o,th,,neutral,0,469,Sentiment not found
#FastFurious7 was just pure epic! What terrific send of to #PaulWalker. Last 10 mins was just emotional ,en,,positive,0.4475226712,200,Success
"#FastFurious7 was great! Idk why some people were disappointed, what more did you want?! It's an action movie &amp; that's what it delivered!",en,,positive,0.1231021432,200,Success
RT @editorsuresh: How #FastFurious7 created a digital Paul Walker to complete the movie http://t.co/qcACTJS2Ix @WetaWorkshop #postchat http,en,,positive,0.328356749,200,Success
RT @Youu8511:      #FastFurious7 http://t.co,th,,neutral,0,469,Sentiment not found
"""@Radio702: #FastFurious7 made R21-million (all-time record) during Easter http://t.co/w5PPWWkotv #SouthAfrica"" @Katelyne13",en,,positive,0.192192596,200,Success
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/3asZnb2nCQ,en,,positive,0.917220858,200,Success
RT @Nick_Kunatip: . :-) #FastFurious7,th,,neutral,0,469,Sentiment not found
RT @Minty1520: :  :  #FastFurious7,th,,neutral,0,469,Sentiment not found
"RT @NinSasiwan:  -  ...
 -  
 ",th,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
See u again -wiz khalifa # #FastFurious7 fast #stayinmymind #PaulWalker,en,,positive,0.388199935,200,Success
RT @nnnnoeyyy:    .. #FastFurious7 http://t.,th,,neutral,0,469,Sentiment not found
RT @DRAWlNG: Paul Walker #FastFurious7 http://t.co/MpEy6MzdXw,en,,neutral,0,469,Sentiment not found
RT @Mayohh_:    #FastFurious7 #Fast7 http://t.co/SuA6kzW9qR,th,,neutral,0,469,Sentiment not found
"Nooooo""@Seanjullz: #FastFurious7 is TRASH!!!""",en,,negative,-0.366912147,200,Success
RT @Youu8511:      #FastFurious7 http://t.co,th,,neutral,0,469,Sentiment not found
RT @nnnnoeyyy:  see you again   T________T #FastFurious7 #PaulWalker http://t.co/v9fASZRqMr,th,,positive,0.214487297,200,Success
"#FastFurious7 was amazing, bet paul is up there smiling! #ForPaul  @TyreseGibson @MRodOfficial @Ludacris @JordanaBrewster @TheRock",en,,positive,0.61515901333333,200,Success
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/yN6P6n7jRw,en,,positive,0.917220858,200,Success
"#FastFurious7  , ,   !#RIPPaulWalker",ru,,neutral,0,469,Sentiment not found
RT @_pchjm:  #FastFurious7 #PaulWalker http://t.co/OzTR9VfH1o,th,,neutral,0,469,Sentiment not found
#FastFurious7 was long but good I totally shed a tear at the end of the movie :(,en,,positive,0.25330412666667,200,Success
RT @Radio702: #FastFurious7 made R21-million (all-time record) during Easter http://t.co/GTXkhw8kGM #SouthAfrica,en,,positive,0.192192596,200,Success
"RT @cho_macha: ""We can't tell anyone to love us"" """"  #DomToretto #FastFurious7 http://t.co/7BYCOpqSgc",th,,neutral,0.018001343333333,200,Success
RT @iForeeverYooung: Crying #FastFurious7 http://t.co/m8RKKAWTlD,en,,negative,-0.133267514,200,Success
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
#FastFurious7 #PaulWalker #RIPPaulWalker http://t.co/PWiyjAwabC,und,,neutral,0,469,Sentiment not found
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
RT @cho_macha:  Paul   #ForPaul #RIPPaulWalker #fast7 #FastFurious7 #FF7 http://t.co/H38nPhDJaO,th,,neutral,0,469,Sentiment not found
"Fast &amp; furious 7 is so emotional, cry me a river.  @paulwalker #FastFurious7 #love",en,,positive,0.561912573,200,Success
RT @Youu8511:      #FastFurious7 http://t.co,th,,neutral,0,469,Sentiment not found
"RT @BFMTV: ""Fast &amp; Furious 7"" fait voler en clat des records au box-office http://t.co/fgjXuPSSw3 #FastFurious7 http://t.co/2QjSVlV4gi",fr,,positive,0.561912573,200,Success
"Visto #FastFurious7. Direi che le leggi delle fisica sono molto sopravvalutate. 

(ahahahahahahahah maddai).",it,,neutral,0,469,Sentiment not found
RT @JalenKolodynski: Finished the way they started! #ForPaul #FastFurious7 http://t.co/T5YCQjUkUQ,en,,neutral,0.0108890965,200,Success
RT @_pchjm:  #FastFurious7 #PaulWalker http://t.co/OzTR9VfH1o,th,,neutral,0,469,Sentiment not found
Tienes que ver esto @GrimBeast --&gt; http://t.co/NGtNvFjVlt (va @IGNLatam) AMAZING! #FastFurious7,es,,neutral,0,469,Sentiment not found
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/KnYEOoqDm7,en,,positive,0.917220858,200,Success
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
Time for #FastFurious7 #AMC #Manchester :D ,en,,positive,0.289701948,200,Success
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
#FastFurious7 #FuriousWeek #FuriousFAMILY #PaulWalker Awesome movie thanks fast and furious Familia for great 7 movies. #SeeYouAgain Pablo,en,,positive,0.2854875048,200,Success
"Just watched furious 7 again,so much love in one film not to mention muscle  #Furious7 #FFS #FastFurious7 #FastFamily #SeeYouAgain",en,,negative,-0.11365683116667,200,Success
RT @cho_macha:  Paul   #ForPaul #RIPPaulWalker #fast7 #FastFurious7 #FF7 http://t.co/H38nPhDJaO,th,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/3asZnb2nCQ,en,,positive,0.917220858,200,Success
#FastFurious7 made R21-million (all-time record) during Easter http://t.co/GTXkhw8kGM #SouthAfrica,en,,positive,0.192192596,200,Success
#FastFurious7 made R21-million (all-time record) during Easter http://t.co/7sAMM6IjjK #SouthAfrica,en,,positive,0.192192596,200,Success
Movie time  #fastfurious7 @ Mega Langkawi Cineplex https://t.co/RLsoZrwhi1,in,Malaysia,positive,0.289701948,200,Success
RT @Youu8511:      #FastFurious7 http://t.co,th,,neutral,0,469,Sentiment not found
"RT @natde329:  paul ""' #PaulWalker #FastFurious7 #7 http://t.co/jipyKbEZJa",th,,neutral,0,469,Sentiment not found
"Wiz Khalifa - See You Again ft. Charlie Puth [Furious 7 Soundtrack]: https://t.co/Q8D6VNWmCN

Oh.my.god  #RIPPaulWalker #FastFurious7",en,,negative,-0.3712181055,200,Success
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/yN6P6n7jRw,en,,positive,0.917220858,200,Success
RT @NutpercussioN22:  #FastFurious7    #RIPPaulWalker  #paulwalker  See you again in my memory ht,th,,positive,0.214487297,200,Success
RT @NeungPodolski:     #PaulW,th,,neutral,0,469,Sentiment not found
"RT @suanjean:  #FastFurious7  250
 400
# ",th,,neutral,0,469,Sentiment not found
"RT @suanjean: 
#forPAUL #FF7 #FastFurious7 http://t.co/Dhmov3MGyE",th,,neutral,0,469,Sentiment not found
RT @Thida7a: #FastFurious7 ..   ,th,,neutral,0,469,Sentiment not found
"RT @suanjean:  
 IT'S NEVER GOODBYE 
#FF7 #FastFurious7 http://t",th,,positive,0.467771937,200,Success
RT @darkendefend:    #FastFurious7  (,th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/3asZnb2nCQ,en,,positive,0.917220858,200,Success
"RT @asvpxlewi: ""@editorsuresh: How #FastFurious7 created a digital Paul Walker to complete the movie http://t.co/dep211bJlC""

Technology is",en,,positive,0.328356749,200,Success
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @BremboBrakes: #FastFurious7: rapid accelerations and breath taking braking with Brembo. This weekend in cinemas. http://t.co/Fpqhg4susc,en,,positive,0.467771937,200,Success
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/3asZnb2nCQ,en,,positive,0.917220858,200,Success
RT @baitongkks: #FastFurious7    http:/,th,,neutral,0,469,Sentiment not found
RT @Chogieswagz:   See you again  Charlie Puth  #FastFurious7 http,th,,positive,0.214487297,200,Success
RT @DRAWlNG: Paul Walker #FastFurious7 http://t.co/MpEy6MzdXw,en,,neutral,0,469,Sentiment not found
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/KnYEOoqDm7,en,,positive,0.917220858,200,Success
"Todos buscan emociones fuertes pero lo real es la familia tu familia, aferrate a eso!! @FastFurious7 #DominicToretto supero mis expectativas",es,,negative,-0.064505643,200,Success
"RT @pimkaiearng:     
 #FastFurious7  #Fast7 http://t.co/qy5S7F8dOW",th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/yN6P6n7jRw,en,,positive,0.917220858,200,Success
"RT @jakarsenal:  - """"
  #FastFurious7 #PaulWalker http://t.co/XAmRQTeyRf",th,,neutral,0,469,Sentiment not found
"RT @suanjean:  #FastFurious7  250
 400
# ",th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/yN6P6n7jRw,en,,positive,0.917220858,200,Success
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/3asZnb2nCQ,en,,positive,0.917220858,200,Success
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/yN6P6n7jRw,en,,positive,0.917220858,200,Success
"RT @Thefelix47: ""7 
 "" #FastFurious7 http:/",th,,neutral,0,469,Sentiment not found
"""It's been a long day, without you my friend. And, I'll tell you all about it when I see you again."" -@wizkhalifa #FastFurious7 #ForPaul",en,,positive,0.1383627246,200,Success
RT @_pchjm:  #FastFurious7 #PaulWalker http://t.co/OzTR9VfH1o,th,,neutral,0,469,Sentiment not found
RT @youfunnyb: In memory of Paul Walker loved the movie #FastFurious7 #RIPPaulWalker http://t.co/3asZnb2nCQ,en,,positive,0.917220858,200,Success
RT @iForeeverYooung: Crying #FastFurious7 http://t.co/m8RKKAWTlD,en,,negative,-0.133267514,200,Success
